"global_step","Group: general-distillation - _step","Group: general-distillation - _step__MIN","Group: general-distillation - _step__MAX","Group: general-distillation - loss","Group: general-distillation - loss__MIN","Group: general-distillation - loss__MAX","Group: general-distillation-attn - _step","Group: general-distillation-attn - _step__MIN","Group: general-distillation-attn - _step__MAX","Group: general-distillation-attn - loss","Group: general-distillation-attn - loss__MIN","Group: general-distillation-attn - loss__MAX","Group: general-distillation-rep - _step","Group: general-distillation-rep - _step__MIN","Group: general-distillation-rep - _step__MAX","Group: general-distillation-rep - loss","Group: general-distillation-rep - loss__MIN","Group: general-distillation-rep - loss__MAX"
"2351","18877.5","18870","18885","1.8773747415735","1.8773198316456268","1.8774236713769634","18877.5","18870","18885","0.19279171982356508","0.19277730726827524","0.19280600193714947","18877.5","18870","18885","1.6726961805342686","1.672656614623935","1.6727307797770012"
"2353","18893.5","18886","18901","1.8773333020999434","1.8772887024739315","1.8773767389554494","18893.5","18886","18901","0.19277427871236363","0.19275884178678343","0.1927891626762315","18893.5","18886","18901","1.6726763820625707","1.6726478383158416","1.6727099225548283"
"2355","18909.5","18902","18917","1.877308615835822","1.8772715455051718","1.8773485754154347","18909.5","18902","18917","0.1927670996189022","0.19275810075572747","0.1927801748057986","18909.5","18902","18917","1.6726608852997429","1.6726322003396235","1.6726895998142384"
"2357","18925.5","18918","18933","1.877352615271283","1.8773057001557236","1.8773917949019188","18925.5","18918","18933","0.19278356198331267","0.19277050846612548","0.19279466535901468","18925.5","18918","18933","1.6726861638889692","1.6726507334325902","1.6727155792515487"
"2359","18941.5","18934","18949","1.8773780196732042","1.8773391235796926","1.8774212813561941","18941.5","18934","18949","0.19280508241665967","0.19278928704131487","0.19281825588692766","18941.5","18934","18949","1.6726943381109518","1.672669726284452","1.6727252915071653"
"2361","18958","18950","18966","1.8805458057108986","1.863945484161377","1.9211483001708984","18958","18950","18966","0.19379777678489063","0.18730398267507553","0.2054097205400467","18958","18950","18966","1.6746150155576476","1.664534091949463","1.7044875621795654"
"2363","18974.5","18967","18982","1.876919640076238","1.8747661050997282","1.878689220457366","18974.5","18967","18982","0.19287274268997617","0.19229076548320492","0.1934974929600051","18974.5","18967","18982","1.6721222815643653","1.6704648733139038","1.673222390088168"
"2365","18990.5","18983","18998","1.879611869691482","1.8783229812979698","1.8807301648457846","18990.5","18983","18998","0.19364884360559917","0.19328422225438632","0.1939795837799708","18990.5","18983","18998","1.6740641963883272","1.6731379330158234","1.6748462613423665"
"2367","19006.5","18999","19014","1.878761174865126","1.8782550400378657","1.8792047922809918","19006.5","18999","19014","0.19352841579283386","0.19332827919838474","0.19364637488668615","19006.5","18999","19014","1.673329123201858","1.6729819785873845","1.6736927889287472"
"2369","19022.5","19015","19030","1.8791268182126912","1.8781678887969213","1.879918391054327","19022.5","19015","19030","0.1939656919184739","0.1936575103524729","0.19422173590371103","19022.5","19015","19030","1.673283083313004","1.6726316982972707","1.6738182188886586"
"2371","19038.5","19031","19046","1.8780009554440127","1.8774747569220407","1.878313302288394","19038.5","19031","19046","0.1936042785529829","0.19340087703296116","0.19372967041936923","19038.5","19031","19046","1.672545971895741","1.6722312811442783","1.672781266404327"
"2373","19054.5","19047","19062","1.8748797888721809","1.8742394418108697","1.8756843490304107","19054.5","19047","19062","0.19265215463959612","0.19244486086216628","0.192894183215082","19054.5","19047","19062","1.6704122664803591","1.669982794453116","1.6709721434301663"
"2375","19070.5","19063","19078","1.8744424161853843","1.874220361398614","1.874786603818381","19070.5","19063","19078","0.19240288815103584","0.19234125471633415","0.19250318394883614","19070.5","19063","19078","1.6702252554426693","1.6700597234394239","1.6704693833111666"
"2377","19086.5","19079","19094","1.8743298644902247","1.8740936977586495","1.8745087963563425","19086.5","19079","19094","0.1923544984332517","0.19227113622181424","0.19240679882438028","19086.5","19079","19094","1.6701471602113926","1.6699917722730602","1.6702724500938697"
"2379","19102.5","19095","19110","1.8741518251024505","1.8736173229085074","1.8748407599949601","19102.5","19095","19110","0.1923139581735308","0.19217083773886165","0.19250392004011488","19102.5","19095","19110","1.6700111772917419","1.669627220266395","1.670504620366364"
"2381","19118.5","19111","19126","1.8747418892288066","1.8745937388390304","1.8748816489441995","19118.5","19111","19126","0.19249905714372956","0.19245955375609575","0.1925404435663081","19118.5","19111","19126","1.6704214537956639","1.670308594405651","1.6705292481586245"
"2383","19134.5","19127","19142","1.8748382935577599","1.8742588485619027","1.8752323149302819","19134.5","19127","19142","0.19253788141666697","0.19238410857620292","0.19264158019639926","19134.5","19127","19142","1.6704723729707096","1.6700447846498412","1.6707615013229113"
"2385","19150.5","19143","19158","1.874536329055126","1.8742675712953012","1.8749302979090705","19150.5","19143","19158","0.19244993160788101","0.1923826754403611","0.1925656891722775","19150.5","19143","19158","1.6702700999469744","1.6700593043739598","1.6705577187801726"
"2387","19166.5","19159","19174","1.874219823885404","1.874005337936456","1.8743587171495948","19166.5","19159","19174","0.1923710482024831","0.19230272489016137","0.19242873658927587","19166.5","19159","19174","1.6700407719195263","1.6698944577189725","1.6701463942832135"
"2389","19182.5","19175","19190","1.8742652673850013","1.8740648952874843","1.874495831520661","19182.5","19175","19190","0.19236429533341218","0.19230025734276499","0.19242215211624686","19182.5","19175","19190","1.6700931541864148","1.6699521481203088","1.6702712953090668"
"2391","19198.5","19191","19206","1.873601967859582","1.8733551261400936","1.8738344739929735","19198.5","19191","19206","0.1922071752350705","0.19212872295668632","0.19228322763867506","19198.5","19191","19206","1.6695987178684366","1.6694320782266483","1.6697557011993283"
"2393","19214.5","19207","19222","1.8733893726795343","1.8730091435633303","1.8737068881746382","19214.5","19207","19222","0.19215501493405263","0.19203534761913812","0.19224968730122782","19214.5","19207","19222","1.66945037955567","1.6691904660646557","1.6696683333721012"
"2395","19230.5","19223","19238","1.8727818193192813","1.8726570747485067","1.8728945795549166","19230.5","19223","19238","0.19194597216461917","0.19191356176365093","0.1919757240945524","19230.5","19223","19238","1.669051040826251","1.6689544939695184","1.66913444820894"
"2397","19246.5","19239","19254","1.8724920762340864","1.8723955724109598","1.872592723861183","19246.5","19239","19254","0.19188251146651517","0.19185428412593142","0.19191405894010746","19246.5","19239","19254","1.6688238325453653","1.66874965086097","1.6688955651525779"
"2399","19262.5","19255","19270","1.87268838071148","1.8725471103057","1.8727924870206165","19262.5","19255","19270","0.1919507987398518","0.1919184901336157","0.19198219744222506","19262.5","19255","19270","1.6689449568428267","1.6688306366132386","1.6690172731102286"
"2401","19278.5","19271","19286","1.8728732836235684","1.8727766050727939","1.873003505560068","19278.5","19271","19286","0.19206719344340673","0.1920313602110307","0.19211698085069656","19278.5","19271","19286","1.6690121394487774","1.6689445265949594","1.6690911430578965"
"2403","19294.5","19287","19302","1.8724221554130613","1.8723371404706557","1.872612451691003","19294.5","19287","19302","0.19191312276539058","0.19188979163197828","0.1919592171463938","19294.5","19287","19302","1.668709611296196","1.6686462934765298","1.668855779405151"
"2405","19310.5","19303","19318","1.8725403957478632","1.872369467631832","1.8726005434821793","19310.5","19303","19318","0.19194409872232115","0.19189114827191217","0.1919654521940476","19310.5","19303","19318","1.6687933742598977","1.6686798436916919","1.6688436937264899"
"2407","19326.5","19319","19334","1.8716396072159154","1.8715819996426917","1.87170180674378","19326.5","19319","19334","0.1916957084505533","0.19167340945553135","0.19172263203373544","19326.5","19319","19334","1.6681531860740602","1.6681060009657294","1.6681973686360794"
"2409","19342.5","19335","19350","1.8718083140946487","1.8716846422826345","1.8718967962265014","19342.5","19335","19350","0.19174581722103284","0.1917070132676669","0.1917795407387518","19342.5","19335","19350","1.6682705887948392","1.6681855298854686","1.6683252983708536"
"2411","19358.5","19351","19366","1.8716256298989724","1.8714901332248772","1.8717207436181285","19358.5","19351","19366","0.19168351447197846","0.19164115801788031","0.19171389224339117","19358.5","19351","19366","1.6681459428939835","1.668052564535355","1.668207657117785"
"2413","19374.5","19367","19382","1.8718185596028025","1.8717538267374039","1.8718996776001795","19374.5","19367","19382","0.19175421529073178","0.1917416651745518","0.19177591329940424","19374.5","19367","19382","1.6682695735628892","1.6682135631831794","1.6683322355860755"
"2415","19390.5","19383","19398","1.8716466864102579","1.8714364609756295","1.8718574534387566","19390.5","19383","19398","0.19172712319888918","0.19165433663557008","0.19179546414911058","19390.5","19383","19398","1.6681222038710306","1.6679864698709481","1.6682652557143989"
"2417","19406.5","19399","19414","1.871179065749533","1.871049372477275","1.8712975458713332","19406.5","19399","19414","0.19158941047859587","0.19156051481282133","0.19162593887559864","19406.5","19399","19414","1.6678017765405264","1.6676974761106573","1.6678833443989125"
"2419","19422.5","19415","19430","1.8711104098187772","1.8710302372646939","1.871197124428276","19422.5","19415","19430","0.1915744418562388","0.19155281181041856","0.19160482546626695","19422.5","19415","19430","1.667746144759147","1.667687962389296","1.6678084096642236"
"2421","19438.5","19431","19446","1.8709840329366942","1.8709046284110897","1.871047066222471","19438.5","19431","19446","0.19155292686334563","0.19152149809505134","0.19157737670982644","19438.5","19431","19446","1.667637334582455","1.6675896364462794","1.6676746818068113"
"2423","19454.5","19447","19462","1.871017537483618","1.870955932436891","1.8711269078120378","19454.5","19447","19462","0.19157744410655614","0.19155909003903024","0.19160288579806956","19454.5","19447","19462","1.6676430053136713","1.6675989643258242","1.6677272240640653"
"2425","19470.5","19463","19478","1.871234112554749","1.8711664397269487","1.871311378501973","19470.5","19463","19478","0.19165383058784158","0.19163523963743145","0.1916773008313514","19470.5","19463","19478","1.6677849479674922","1.6677357306471094","1.6678405585546254"
"2427","19486.5","19479","19494","1.8713309122050483","1.871220580201024","1.8714690527524958","19486.5","19479","19494","0.191663918198312","0.19163067400288047","0.19170092044856388","19486.5","19479","19494","1.6678701534666522","1.667794813154342","1.6679711420506829"
"2429","19502.5","19495","19510","1.871452653278049","1.871399220075806","1.871532968065658","19502.5","19495","19510","0.19170535045954107","0.19168784417321577","0.19172714811503505","19502.5","19495","19510","1.6679512271211692","1.6679092371128736","1.6680099834353141"
"2431","19518.5","19511","19526","1.8715068052121417","1.8714464661721206","1.8715735013047217","19518.5","19511","19526","0.19173130359625973","0.19171260755390665","0.19175294995201675","19518.5","19511","19526","1.66797322898841","1.6679322575301248","1.668018977909802"
"2433","19534.5","19527","19542","1.8717754205264185","1.871634937926299","1.871918237638719","19534.5","19527","19542","0.191796866424209","0.19175530065937588","0.19183517352232188","19534.5","19527","19542","1.6681788619562998","1.6680770178015034","1.6682835157903144"
"2435","19550.5","19543","19558","1.8711707427893067","1.8710124635935228","1.8712631048927595","19550.5","19543","19558","0.19162155184304472","0.191576775978125","0.19164888539466665","19550.5","19543","19558","1.6677504145103645","1.667634490236814","1.6678165286603948"
"2437","19566.5","19559","19574","1.8710582813029455","1.87100958201858","1.8711071794187057","19566.5","19559","19574","0.19159020600581003","0.19157271724230693","0.191604366335631","19566.5","19559","19574","1.6676646349837996","1.6676316596749945","1.6676989698254077"
"2439","19582.5","19575","19590","1.871192415287454","1.8710972610580856","1.8712748220443725","19582.5","19575","19590","0.19161252334322273","0.19158763259720066","0.19163537870645522","19582.5","19575","19590","1.6677789324226941","1.6677120130211234","1.6678364644050598"
"2441","19598.5","19591","19606","1.8711902171177384","1.8710324783612846","1.8713241075839078","19598.5","19591","19606","0.1916112625677575","0.19155944205031133","0.1916551895868352","19598.5","19591","19606","1.6677830656930972","1.6676772004951366","1.6678732846795492"
"2443","19614.5","19607","19622","1.8712117963806363","1.871090234551644","1.8713231049899148","19614.5","19607","19622","0.1916148601493807","0.19158024728434375","0.19165038744713367","19614.5","19607","19622","1.6677969182626564","1.6677109437958484","1.667869974009148"
"2445","19630.5","19623","19638","1.8714159625407834","1.871343146631047","1.871546041743906","19630.5","19623","19638","0.19167003465708596","0.19164459438053602","0.191710066972612","19630.5","19623","19638","1.6679440275477788","1.6678960803506653","1.668034845657065"
"2447","19646.5","19639","19654","1.871273637393557","1.8712123020438294","1.8713588405856125","19646.5","19639","19654","0.1916218551115913","0.19160459991895928","0.19164443298401337","19646.5","19639","19654","1.6678498321635493","1.6678049241987933","1.6679116853707128"
"2449","19662.5","19655","19670","1.8713680131672321","1.871318351437838","1.8714141668909687","19662.5","19655","19670","0.19163695478793277","0.1916234743190166","0.19165315580064968","19662.5","19655","19670","1.6679284795315672","1.6678914695619609","1.6679597965909936"
"2451","19682","19671","19693","1.862591190673908","1.8361226618289948","1.9063503742218018","19682","19671","19693","0.1893067812527109","0.18288463354110718","0.2041999101638794","19682","19671","19693","1.6614069282139388","1.641407996416092","1.6892684698104858"
"2453","19701.5","19694","19709","1.8720878212388345","1.8694965583937508","1.8753266836467541","19701.5","19694","19709","0.19176288794099","0.1909647991969472","0.19278462740935778","19701.5","19694","19709","1.6686518538524535","1.6668487333116078","1.6708507820179588"
"2455","19717.5","19710","19725","1.8726138331662523","1.871376148041557","1.8738370736440022","19717.5","19710","19725","0.19185699622964256","0.19142029302961686","0.192225853793132","19717.5","19710","19725","1.6690296194464376","1.668242854230544","1.669910942063187"
"2457","19733.5","19726","19741","1.8738863494113445","1.8733332722457414","1.8746475341185085","19733.5","19726","19741","0.19243042850184924","0.19230619594454765","0.19261775696062827","19733.5","19726","19741","1.6696958430611668","1.6692432029960083","1.6702726944437567"
"2459","19749.5","19742","19757","1.8753765345087514","1.874702692963183","1.8758926277651506","19749.5","19742","19757","0.19308310943431534","0.1929180811558451","0.1932198391022051","19749.5","19742","19757","1.670516059460256","1.6700042393058538","1.6708913287695717"
"2461","19765.5","19758","19773","1.8769808932797851","1.8766071093933923","1.8775972798912826","19765.5","19758","19773","0.1936325818635332","0.19351314706727862","0.19384703718259663","19765.5","19758","19773","1.6715867387041936","1.6713023306358428","1.6719881631657034"
"2463","19781.5","19774","19789","1.8754713573605621","1.8746868023058263","1.8762850448028328","19781.5","19774","19789","0.1932157889392378","0.19296864838134953","0.193455839510431","19781.5","19774","19789","1.6704674700961426","1.6699229525356758","1.67104578386877"
"2465","19797.5","19790","19805","1.8742235585148486","1.8739333841871109","1.8747007227154031","19797.5","19790","19805","0.19275684002143129","0.19268518390840497","0.19284872284019572","19797.5","19790","19805","1.6696670809860337","1.669422254280702","1.6700543763879112"
"2467","19813.5","19806","19821","1.8741848501360208","1.8737494418254266","1.8747271445604061","19813.5","19806","19821","0.1927653829198123","0.19263989633092513","0.19292051597155602","19813.5","19806","19821","1.6696090212370454","1.669301037146495","1.6699960732548653"
"2469","19829.5","19822","19837","1.8757041450300365","1.8752379207050098","1.876235335867926","19829.5","19822","19837","0.1932024314467598","0.1930680531077087","0.19336115139604404","19829.5","19822","19837","1.670689359471343","1.6703585002661576","1.6710579059771355"
"2471","19845.5","19838","19853","1.8746454441038272","1.8743509119404849","1.8750909369438886","19845.5","19838","19853","0.19298200808830546","0.19289077093717175","0.19312275499105452","19845.5","19838","19853","1.6698587835506498","1.6696530953729043","1.6701682381331922"
"2473","19861.5","19854","19869","1.874133229840151","1.8737958770908723","1.8744323088624384","19861.5","19854","19869","0.19280391746357772","0.19268101074107705","0.19290935068731604","19861.5","19854","19869","1.6695255412072707","1.6693124774384172","1.6697236619426705"
"2475","19877.5","19870","19885","1.8732188374419934","1.8729625821113587","1.8734976530675624","19877.5","19870","19885","0.19248450531343728","0.19241229693094888","0.19256630641237013","19877.5","19870","19885","1.668943611330235","1.6687591314315795","1.6691455366629497"
"2477","19893.5","19886","19901","1.8738030024545267","1.8736568714709991","1.8739388102973813","19893.5","19886","19901","0.19263707020101456","0.1926031608671725","0.19267657780370048","19893.5","19886","19901","1.669373943544597","1.669266102443632","1.669472018321911"
"2479","19909.5","19902","19917","1.8732510059976508","1.8730575647163814","1.8735252576214927","19909.5","19902","19917","0.19245440265169358","0.19239947626040937","0.1925524243685816","19909.5","19902","19917","1.6690007233870408","1.66886668273985","1.669175903445908"
"2481","19925.5","19918","19933","1.873540943011677","1.873366890853866","1.8737948842754713","19925.5","19918","19933","0.1925539504646053","0.19249290649211828","0.1926220443258421","19925.5","19918","19933","1.6691880929873921","1.6690785254185625","1.669365929299871"
"2483","19941.5","19934","19949","1.8737027608869994","1.8735515902648692","1.873899682547695","19941.5","19934","19949","0.19262194751806555","0.1925780937678552","0.1926712290376656","19941.5","19934","19949","1.6692789274042792","1.6691652096480303","1.6694361808007223"
"2485","19957.5","19950","19965","1.873454002869034","1.8733643146235102","1.8736114521675251","19957.5","19950","19965","0.19254115169845126","0.19250953597930928","0.19259736884166212","19957.5","19950","19965","1.669121428274351","1.6690627515635892","1.6692197793985115"
"2487","19973.5","19966","19981","1.8729386235346228","1.8727527590572532","1.8730384010208079","19973.5","19966","19981","0.19241935520993472","0.1923525111273864","0.19245653508955407","19973.5","19966","19981","1.6687201566187806","1.6685992217104246","1.6688027754299508"
"2489","19989.5","19982","19997","1.8727994250592843","1.8726939551267037","1.872877713568341","19989.5","19982","19997","0.1923839760216245","0.19235138988128372","0.19240926111308435","19989.5","19982","19997","1.668616799002223","1.6685427147593699","1.6686797395013153"
"2491","20005.5","19998","20013","1.8729257829935442","1.8727383657332954","1.8731156287714839","20005.5","19998","20013","0.19243143175872549","0.19238886034361083","0.19248087652958928","20005.5","19998","20013","1.668692599923009","1.6685471179288462","1.6688358835875987"
"2493","20021.5","20014","20029","1.8732398215266535","1.8731082917300894","1.8733643344219992","20021.5","20014","20029","0.19256078060657578","0.19252088696960176","0.19259387986663498","20021.5","20014","20029","1.6688788658536273","1.6687771947796861","1.668975636713645"
"2495","20037.5","20030","20045","1.872914014647374","1.8728158352258322","1.8729899555864469","20037.5","20030","20045","0.192499070751897","0.19246833818358974","0.19252265117723832","20037.5","20030","20045","1.6686190134485597","1.668551993370056","1.6686722783975199"
"2497","20053.5","20046","20061","1.8730411905237452","1.8729547469651044","1.8731412251253385","20053.5","20046","20061","0.19253357880476188","0.19251668453216553","0.19255567608494187","20053.5","20046","20061","1.668712312403862","1.6686406639844698","1.6687904299916447"
"2499","20069.5","20062","20077","1.8730849107467669","1.873000221081925","1.8731441657980592","20069.5","20062","20077","0.19260200371358951","0.19256797569921646","0.19262825510914627","20069.5","20062","20077","1.668701556705432","1.6686535251551662","1.6687328005329891"
"2501","20085.5","20078","20093","1.8731861176798892","1.8730964112845927","1.8732961198698577","20085.5","20078","20093","0.192597799612376","0.19256922131309176","0.19263040016229585","20085.5","20078","20093","1.66880848261984","1.6687477791442966","1.6688855114759265"
"2503","20101.5","20094","20109","1.8726265024173925","1.8725507858950614","1.8726938012987375","20101.5","20094","20109","0.19245182499918848","0.1924283962506318","0.19247479469393333","20101.5","20094","20109","1.6683881303878507","1.6683297366575556","1.6684430200033462"
"2505","20117.5","20110","20125","1.872839316799933","1.8727388333667208","1.8729747317918068","20117.5","20110","20125","0.19250517458185593","0.192478747141582","0.1925331485332552","20117.5","20110","20125","1.6685513338701563","1.6684777372298631","1.6686595186828752"
"2507","20133.5","20126","20141","1.8727815748570864","1.872709481566981","1.872842258685688","20133.5","20126","20141","0.19250600108194646","0.19248683326984997","0.19252481469853436","20133.5","20126","20141","1.6684865401177633","1.6684303400152731","1.6685305201304503"
"2509","20149.5","20142","20157","1.8722486857931178","1.8720528598550525","1.8724014592067948","20149.5","20142","20157","0.19232839743801078","0.19226378153400564","0.19237835942928133","20149.5","20142","20157","1.6681252775914346","1.6679966339639798","1.6682264279445698"
"2511","20165.5","20158","20173","1.871972685771228","1.8718789462000132","1.872072765507649","20165.5","20158","20173","0.1922661533064353","0.1922265079182883","0.19229617544363453","20165.5","20158","20173","1.6679182320056736","1.6678630945583184","1.6679885710637594"
"2513","20181.5","20174","20189","1.8719494370691878","1.871893100619316","1.8720365452553334","20181.5","20174","20189","0.192274603429742","0.19226069983839988","0.19229726357220894","20181.5","20174","20189","1.667887408383749","1.6678451297280785","1.6679523532179876"
"2515","20197.5","20190","20205","1.8721223009108976","1.8720730223701996","1.8722112585774242","20197.5","20190","20205","0.19234538030453785","0.19233014823956715","0.1923720333112739","20197.5","20190","20205","1.6679842740764699","1.667946633204673","1.668047261883719"
"2517","20213.5","20206","20221","1.871843328370743","1.8717376796727825","1.8719274950962441","20213.5","20206","20221","0.19225823117723861","0.19222704374012003","0.19228076769245994","20213.5","20206","20221","1.6677898215090259","1.6677162644991699","1.6678503326563832"
"2519","20229.5","20222","20237","1.8716609487302236","1.8715418850699987","1.8717945671825917","20229.5","20222","20237","0.19217553808230692","0.19213948895987906","0.19222306700284816","20229.5","20222","20237","1.6676854906871106","1.6676020317147375","1.6677742750957758"
"2521","20245.5","20238","20253","1.8718060595215376","1.8717622292243827","1.8718618270467595","20245.5","20238","20253","0.19221335119086322","0.19219043114480963","0.1922351034155575","20245.5","20238","20253","1.6677939252875897","1.6677710679550646","1.6678294835103284"
"2523","20261.5","20254","20269","1.8718485896261876","1.8717738771811128","1.8719314101629765","20261.5","20254","20269","0.1922316491899296","0.19220945270111164","0.19225220322148878","20261.5","20254","20269","1.667819049393488","1.6677634985415966","1.6678817862098458"
"2525","20277.5","20270","20285","1.8717502350232686","1.871658490078278","1.8718320333487242","20277.5","20270","20285","0.19222315594893086","0.19219858504974952","0.19224956447741848","20277.5","20270","20285","1.6677321430041792","1.6676658964117301","1.6677866894892541"
"2527","20293.5","20286","20301","1.8716896645478345","1.8716140591039245","1.8718045644572217","20293.5","20286","20301","0.19222871743812764","0.1922097255380786","0.19225858977715957","20293.5","20286","20301","1.667666572773118","1.6676076465053293","1.6677520531543175"
"2529","20309.5","20302","20317","1.8714305718830218","1.8713767577614562","1.8714827132073177","20309.5","20302","20317","0.1921441443592819","0.19211891957765898","0.19216069195612492","20309.5","20302","20317","1.6674896725974067","1.6674575757527295","1.6675254164417839"
"2531","20325.5","20318","20333","1.8711727861687086","1.8711282186071325","1.8712684592232107","20325.5","20318","20333","0.19206242479715424","0.19204829056826672","0.1920918442774564","20325.5","20318","20333","1.6673106749703048","1.667278354675133","1.6673770879395307"
"2533","20341.5","20334","20349","1.871073508301156","1.8710375491012852","1.8711222481019427","20341.5","20334","20349","0.1920444608369501","0.1920311162876667","0.19205898673432628","20341.5","20334","20349","1.6672280534675867","1.6672033919911826","1.6672635309040682"
"2535","20357.5","20350","20365","1.871212893384485","1.871163932024243","1.8712391762982579","20357.5","20350","20365","0.19208274720901164","0.1920692463297361","0.1920950503648424","20357.5","20350","20365","1.6673290456618375","1.6672931127167594","1.6673468931062385"
"2537","20373.5","20366","20381","1.8710506086894303","1.8709196200975424","1.8711684188980988","20373.5","20366","20381","0.19204048196336018","0.19199887455926848","0.19207744438579116","20373.5","20366","20381","1.6672098873513514","1.6671213277478727","1.6672906228597613"
"2539","20389.5","20382","20397","1.870958174893513","1.8708964736855902","1.8710170672631816","20389.5","20382","20397","0.19202484555844354","0.1920064704426637","0.19204632430033036","20389.5","20382","20397","1.6671343416095596","1.6670904679024279","1.6671728565922441"
"2541","20408","20398","20418","1.8655325199073876","1.8556742943250215","1.878730058670044","20408","20398","20418","0.19122448917362087","0.18769862560125497","0.19701117277145386","20408","20398","20418","1.6622785033214416","1.6539154052734375","1.6705278555552165"
"2543","20426.5","20419","20434","1.8639182210670855","1.8613758087158203","1.8657007778392118","20426.5","20419","20434","0.18942941846080608","0.18832260719005098","0.1900874805801055","20426.5","20419","20434","1.662575458719664","1.6608540743589402","1.6636878041660084"
"2545","20442.5","20435","20450","1.8646505174262584","1.8637685105204582","1.8656131338763546","20442.5","20435","20450","0.1900626061836206","0.18953035259619355","0.19043814884377763","20442.5","20435","20450","1.6626587802038568","1.6621367506784936","1.663260874810157"
"2547","20458.5","20451","20466","1.8672741376678428","1.8660350379844506","1.8682162971408278","20458.5","20451","20466","0.19111761970126215","0.1907726281012098","0.1913430607981152","20458.5","20451","20466","1.6642443980305475","1.6633493316670258","1.6649666207808036"
"2549","20474.5","20467","20482","1.8690903157230727","1.8683006996288896","1.8697967964367275","20474.5","20467","20482","0.19170978707193395","0.19140999822411686","0.1919492799652754","20474.5","20467","20482","1.6655097296937782","1.665023329667747","1.6659733979371343"
"2551","20490.5","20483","20498","1.8693384735379222","1.8689713400496533","1.8696989951106164","20490.5","20483","20498","0.1918334654118939","0.19170991349965333","0.1919935239705047","20490.5","20483","20498","1.6656315133556419","1.6653703225434884","1.665833958311577"
"2553","20506.5","20499","20514","1.8684633079359299","1.8680134527925132","1.8687433349299551","20506.5","20499","20514","0.19165603366257233","0.19153564009401533","0.1917440243027537","20506.5","20499","20514","1.664954757331452","1.664625280721176","1.6651416169810416"
"2555","20522.5","20515","20530","1.868036034897261","1.8675127114927719","1.8687457921249526","20522.5","20515","20530","0.19157340311300294","0.19145508569504138","0.19177060114012826","20522.5","20515","20530","1.6646160491748532","1.6642238007316106","1.6651251342679774"
"2557","20538.5","20531","20546","1.8682322042370088","1.8679268364758455","1.868542695486987","20538.5","20531","20546","0.19168784044273884","0.1915834484289783","0.1917901806257389","20538.5","20531","20546","1.6646956126527408","1.6644859840703565","1.6649160970181116"
"2559","20554.5","20547","20562","1.869268847974133","1.8690323784119554","1.8695053251422182","20554.5","20547","20562","0.19195947654656753","0.1918817668532332","0.19203116222709216","20554.5","20547","20562","1.66547972017784","1.6653118812375598","1.6656427042824882"
"2561","20570.5","20563","20578","1.8686184957303926","1.8681957803666591","1.868999286360611","20570.5","20563","20578","0.19180527000086497","0.19166768081486224","0.19193444920990763","20570.5","20563","20578","1.6649978822657359","1.6647146794945002","1.6652456820911512"
"2563","20586.5","20579","20594","1.8683794460046443","1.8681597848114144","1.8686143139998117","20586.5","20579","20594","0.19174990701368586","0.19169438282085882","0.19180920724239614","20586.5","20579","20594","1.66482344348385","1.6646638504168805","1.6649979578124152"
"2565","20602.5","20595","20610","1.8681747587288045","1.8679098631303335","1.868457785717727","20602.5","20595","20610","0.19168636849816764","0.1916195255195357","0.19175511148526583","20602.5","20595","20610","1.664663306876995","1.6644656903964956","1.6648768610155522"
"2567","20618.5","20611","20626","1.8686929768915044","1.868309947138741","1.8690514266490936","20618.5","20611","20626","0.1917703240093381","0.19166868886067753","0.1918792009492901","20618.5","20611","20626","1.665095975651925","1.664812343461173","1.6653457504009532"
"2569","20634.5","20627","20642","1.8695798796416638","1.8692338596739058","1.8699009431361122","20634.5","20627","20642","0.1920423627033136","0.19194461936276314","0.19213720940487947","20634.5","20627","20642","1.6657195231308008","1.6654686749910723","1.6659470348584728"
"2571","20650.5","20643","20658","1.8687144182391826","1.868221929712042","1.869400729508509","20650.5","20643","20658","0.1917626350744046","0.19160324261963732","0.19198049109220008","20650.5","20643","20658","1.6651468873319966","1.6648181518406469","1.6656095421487724"
"2573","20666.5","20659","20674","1.8692534018336266","1.8691713923283857","1.8694343095120316","20666.5","20659","20674","0.19188473081733118","0.1918561160278412","0.19193971787065153","20666.5","20659","20674","1.6655544681981802","1.6654918773999232","1.6656807460840144"
"2575","20682.5","20675","20690","1.8698909389806357","1.8697176764172654","1.87019752624423","20682.5","20675","20690","0.19203236140209792","0.1919797144598673","0.19212432861434753","20682.5","20675","20690","1.666039249638027","1.6659165176220743","1.6662557065380281"
"2577","20698.5","20691","20706","1.870225243691336","1.8700186478889596","1.8704029111301197","20698.5","20691","20706","0.19213127278061232","0.19207032678996103","0.19217839414273166","20698.5","20691","20706","1.6662815651537581","1.6661342602665141","1.66641143469662"
"2579","20714.5","20707","20722","1.8701489890153387","1.8699878413960864","1.8702953252636019","20714.5","20707","20722","0.19207648798832397","0.19202441844334556","0.192133208865025","20714.5","20707","20722","1.6662610542579481","1.666149534021543","1.6663509034719624"
"2581","20730.5","20723","20738","1.8700639379429127","1.869909704741785","1.8702225537970663","20730.5","20723","20738","0.19205598416602687","0.19201111692493245","0.19210087202955037","20730.5","20723","20738","1.6661889691838478","1.6660782750839445","1.6663094159215688"
